species,taxon,studytype,temporal.repl,spatial.repl,id.repl,traitclass,traitname,ntraits,fit.comp,nfit.measures,fitness.measure,beta,se.beta,s,se.s,N,sex.or.group,authors,year,journal,vol:p-p,id.study,
Plathhemis lydia,invert,L,1,1,1,LH,date marked (time of first reproduction),4,F,6,lifetime eggs fertilized (seconds of oviposition after mating),-0.29,0.19,NA,NA,40,males,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,body mass,4,S,6,survivorship (days alive after marking),0.22,0.15,NA,NA,40,males,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,body mass,4,F,6,lifetime eggs fertilized (seconds of oviposition after mating),0.16,0.17,NA,NA,40,males,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,hind wing length,4,S,6,survivorship (days alive after marking),-0.47,0.15,NA,NA,40,males,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,hind wing length,4,F,6,lifetime eggs fertilized (seconds of oviposition after mating),-0.21,0.17,NA,NA,40,males,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,LH,date marked (time of first reproduction),3,S,3,survivorship (days alive after marking),0.06,0.36,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,LH,date marked (time of first reproduction),3,F,3,total eggs laid,-0.07,0.36,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,body mass,3,S,3,survivorship (days alive after marking),0.07,0.4,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,body mass,3,F,3,total eggs laid,0.1,0.4,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,
Plathhemis lydia,invert,L,1,1,1,MO,hind wing length,3,S,3,survivorship (days alive after marking),-0.09,0.37,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,These studies labeled rep dur as 1 generation
Plathhemis lydia,invert,L,1,1,1,MO,hind wing length,3,F,3,total eggs laid,-0.06,0.37,NA,NA,15,females,"Koenig, W.D. and Albano, S.S.",1987,Evolution,41:22-36,jmh04,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,1,MO,thorax length,1,M,1,mating success,NA,NA,0.16,NA,608,females,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,2,MO,thorax length,1,M,2,mating success,NA,NA,0.24,NA,598,females,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,2,MO,thorax length,1,M,2,mating success (age-adjusted),NA,NA,0.19,NA,551,females,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,3,MO,thorax length,1,M,1,mating success,NA,NA,-0.01,NA,642,females,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,4,MO,thorax length,1,M,1,mating success,NA,NA,0.2,NA,259,females,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,1,MO,thorax length,1,M,1,mating success,NA,NA,0.34,NA,651,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,2,MO,thorax length,1,M,2,mating success,NA,NA,0.25,NA,601,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,2,MO,thorax length,1,M,2,mating success (age-adjusted),NA,NA,0.1,NA,230,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,3,MO,thorax length,1,M,2,mating success,NA,NA,0.3,NA,737,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,3,MO,thorax length,1,M,2,mating success (age-adjusted),NA,NA,0.2,NA,312,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,4,MO,thorax length,1,M,2,mating success,NA,NA,0.27,NA,296,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Drosophila buzzatii,invert,C,4,1,4,MO,thorax length,1,M,2,mating success (age-adjusted),NA,NA,0.21,NA,151,males,"Santos, M., Ruiz, A., Quezada-Diaz, J.E., Barbadilla, A., and Fontdevila, A.",1992,JourNAl of EvolutioNAry Biology,5:403-422,jmh05,These studies labeled rep dur as 1 generation
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,N,3,lifetime mating success,NA,NA,0.043,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,These studies labeled rep dur as 1 generation
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,N,3,lifetime mating success,NA,NA,0.087,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,These studies labeled rep dur as 1 generation
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,N,3,lifetime mating success,NA,NA,0.025,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,N,3,lifetime mating success,NA,NA,1.282,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,N,3,lifetime mating success,NA,NA,1.958,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,N,3,lifetime mating success,NA,NA,0.059,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,N,3,lifetime mating success,NA,NA,0.082,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,N,3,lifetime mating success,NA,NA,0.12,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,N,3,lifetime mating success,0.23,0.1,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,N,3,lifetime mating success,0.29,0.1,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,S,3,reproductive lifespan,NA,NA,0.02,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,S,3,reproductive lifespan,NA,NA,0.01,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,S,3,reproductive lifespan,NA,NA,0.008,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,S,3,reproductive lifespan,NA,NA,0.519,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,S,3,reproductive lifespan,NA,NA,0.527,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,S,3,reproductive lifespan,NA,NA,0.02,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,S,3,reproductive lifespan,NA,NA,0.032,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,S,3,reproductive lifespan,NA,NA,0.05,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,S,3,reproductive lifespan,0.08,0.05,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,S,3,reproductive lifespan,0.1,0.05,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,3,mating rate (LMS/RLS),NA,NA,0.027,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,3,mating rate (LMS/RLS),NA,NA,0.087,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,3,mating rate (LMS/RLS),NA,NA,0.019,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,3,mating rate (LMS/RLS),NA,NA,0.984,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,M,3,mating rate (LMS/RLS),NA,NA,1.72,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,M,3,mating rate (LMS/RLS),NA,NA,0.052,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,M,3,mating rate (LMS/RLS),NA,NA,0.034,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,M,3,mating rate (LMS/RLS),NA,NA,0.089,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,3,mating rate (LMS/RLS),0.18,0.09,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,M,3,mating rate (LMS/RLS),0.23,0.09,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,4,N,3,lifetime mating success,NA,NA,0.065,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing length,4,N,3,lifetime mating success,NA,NA,0.186,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,4,N,3,lifetime mating success,NA,NA,0.044,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,4,N,3,lifetime mating success,NA,NA,1.683,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,4,N,3,lifetime mating success,0.33,0.11,NA,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,4,S,3,reproductive lifespan,NA,NA,0.037,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing length,4,S,3,reproductive lifespan,NA,NA,0.093,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,4,S,3,reproductive lifespan,NA,NA,0.023,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,4,S,3,reproductive lifespan,NA,NA,0.843,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,4,S,3,reproductive lifespan,0.17,0.06,NA,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,4,M,3,mating rate (LMS/RLS),NA,NA,0.044,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing length,4,M,3,mating rate (LMS/RLS),NA,NA,0.163,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,4,M,3,mating rate (LMS/RLS),NA,NA,0.038,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,4,M,3,mating rate (LMS/RLS),NA,NA,1.323,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,4,M,3,mating rate (LMS/RLS),0.27,0.1,NA,NA,72,sexually mature males,"Grether, G.F.",1996,Evolution,50:1939-1948,jmh06,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,overall mating rate,NA,NA,0.027,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,overall mating rate,NA,NA,0.087,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,overall mating rate,NA,NA,0.019,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,overall mating rate,NA,NA,0.984,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,M,8,overall mating rate,NA,NA,1.72,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,M,8,overall mating rate,NA,NA,0.052,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,M,8,overall mating rate,NA,NA,0.034,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,M,8,overall mating rate,NA,NA,0.089,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,territory tenure,NA,NA,-0.022,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,territory tenure,NA,NA,-0.05,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,territory tenure,NA,NA,-0.005,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,territory tenure,NA,NA,-0.137,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,M,8,territory tenure,NA,NA,1.248,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,M,8,territory tenure,NA,NA,0.083,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,M,8,territory tenure,NA,NA,0.085,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,M,8,territory tenure,NA,NA,0.105,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,nonterritorial mating rate,NA,NA,0.114,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,nonterritorial mating rate,NA,NA,0.222,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,nonterritorial mating rate,NA,NA,0.043,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,nonterritorial mating rate,NA,NA,2.843,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,M,8,nonterritorial mating rate,NA,NA,1.084,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,M,8,nonterritorial mating rate,NA,NA,-0.035,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,M,8,nonterritorial mating rate,NA,NA,-0.098,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,M,8,nonterritorial mating rate,NA,NA,-0.005,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,territorial mating rate,NA,NA,0.012,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,territorial mating rate,NA,NA,0.115,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,territorial mating rate,NA,NA,0.019,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,territorial mating rate,NA,NA,0.632,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot size,8,M,8,territorial mating rate,NA,NA,1.264,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot fullness,8,M,8,territorial mating rate,NA,NA,0.022,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot continuity,8,M,8,territorial mating rate,NA,NA,0.052,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing spot homogeneity,8,M,8,territorial mating rate,NA,NA,0.073,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,8,overall mating rate,0.18,0.09,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,M,8,overall mating rate,0.23,0.09,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,8,territory tenure,-0.06,0.06,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,M,8,territory tenure,0.31,0.06,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,8,nonterritorial mating rate,0.51,0.2,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,M,8,nonterritorial mating rate,-0.08,0.2,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,8,territorial mating rate,0.12,0.11,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,wing spot factor PC:MO,8,M,8,territorial mating rate,0.21,0.13,NA,NA,51,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,overall mating rate,NA,NA,0.044,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,overall mating rate,NA,NA,0.163,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,overall mating rate,NA,NA,0.038,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,overall mating rate,NA,NA,1.323,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,territory tenure,NA,NA,0.01,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,territory tenure,NA,NA,0.058,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,territory tenure,NA,NA,0.017,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,territory tenure,NA,NA,0.577,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,nonterritorial mating rate,NA,NA,0.138,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,nonterritorial mating rate,NA,NA,0.3,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,nonterritorial mating rate,NA,NA,0.063,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,nonterritorial mating rate,NA,NA,2.91,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,territorial mating rate,NA,NA,-0.034,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,territorial mating rate,NA,NA,0.007,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,territorial mating rate,NA,NA,0.017,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,territorial mating rate,NA,NA,-0.063,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing width,8,M,8,clasping attempts per day,NA,NA,-0.016,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,wing length,8,M,8,clasping attempts per day,NA,NA,-0.062,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,thorax width,8,M,8,clasping attempts per day,NA,NA,0.014,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,MO,pink vein area,8,M,8,clasping attempts per day,NA,NA,0.492,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
Hetaerina americana,invert,L,1,1,1,PC,body size factor PC:MO,8,M,8,clasping attempts per day,NA,NA,-0.005,NA,72,males with mature wing spots,"Grether, G.F.",1996,Evolution,50:1949-1957,jmh07,
